teams,hid,hypothesis,timestamp,uid,tid,balance,investment,p_initial,p_new,shares
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-07 19:15:08,99W5WBXT,1770,2.3759999,-5,.204,.163,27.334
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-07 19:31:06,R52UWQ99,1779,19,5,.163,.204,27.334
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-08 16:11:38,99W5WBXT,1875,6.3759999,-1,.204,.19599999,5.0029998
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-08 16:15:33,99W5WBXT,1880,.90700001,-4,.19599999,.163,22.332001
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-08 18:17:54,99W5WBXT,1896,6.9070001,4,.163,.19599999,22.332001
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-08 20:01:59,W3QQGBED,1917,90,-5,.19599999,.186,6.1810002
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-08 21:33:03,JGRUV96H,1937,50,-50,.186,.113,58.629002
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 02:39:06,05Q690PJ,1945,35,2,.113,.131,16.443001
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 09:57:51,IMCM6CSW,1971,10,-5,.131,.124,5.73
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 12:00:57,VSNS90C6,1979,0,5,.124,.131,5.73
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 12:22:09,05Q690PJ,1992,.99900001,-4,.131,.111,18.695
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 14:27:02,4SM8OPKC,2001,.082999997,5,.111,.116,5.6409998
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 15:02:38,RCO4BDT4,2007,23.638,5,.116,.122,5.678
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 16:27:28,99W5WBXT,2027,1.472,1,.122,.131,7.888
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 16:27:45,99W5WBXT,2028,.472,-1,.131,.122,7.888
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 09:35:11,GB2NG08J,2088,30,-10,.122,.111,11.319
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 11:39:42,CYVH9I2G,2091,.105,4,.111,.115,4.5100002
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 14:32:30,4SM8OPKC,2099,5.0830002,-5,.115,.11,5.6339998
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 14:33:26,4SM8OPKC,2101,6.0830002,-6,.11,.103,6.7150002
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:31:33,P6AOX4VW,2125,30,-10,.103,.093000002,11.09
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:43:58,P6AOX4VW,2130,0,10,.093000002,.103,11.093
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:44:45,P6AOX4VW,2131,9.9989996,-5,.103,.097999997,5.5630002
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:47:24,P6AOX4VW,2133,15,5,.097999997,.103,5.5630002
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:47:37,P6AOX4VW,2134,19.999001,1,.103,.112,9.2840004
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:47:44,P6AOX4VW,2135,18.999001,-2,.112,.102,10.401
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:48:54,P6AOX4VW,2136,19,4,.102,.13,26.954
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:49:25,P6AOX4VW,2137,16.999001,-4,.13,.102,26.954
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:59:27,O6NVI5GD,2143,0,25,.102,.131,28.289
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 20:01:51,99W5WBXT,2145,.116,-3,.131,.105,25.495001
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 20:25:03,99W5WBXT,2155,.116,-1,.105,.096000001,9.9689999
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 00:41:13,99W5WBXT,2183,11.789,-8,.096000001,.086999997,10.634
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 12:54:15,P6AOX4VW,2219,0,1,.086999997,.088,1.119
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 12:59:32,F6ZXD1UJ,2230,.77499998,-2,.088,.07,25.511
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 12:59:59,F6ZXD1UJ,2231,2.7750001,-3,.07,.064000003,9.3219995
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 13:11:29,P6AOX4VW,2247,1,-1,.064000003,.063000001,1.072
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 15:15:53,4H0J0LU1,2274,75,-15,.063000001,.054000001,15.934
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 15:27:21,4H0J0LU1,2278,25,-20,.054000001,.044,21.035
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 16:30:59,VSNS90C6,2286,3,1,.044,.045000002,1.0470001
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 16:31:08,VSNS90C6,2287,4,1,.045000002,.054000001,19.409
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 17:47:51,AOAUJA04,2304,38,1,.054000001,.063000001,17.068001
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 18:05:03,GDXEMH9H,2319,50,-30,.063000001,.046999998,31.74
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 20:44:34,Q22T213X,2333,60,-10,.046999998,.043000001,10.468
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 23:42:09,SYECG1J5,2389,5,5,.043000001,.089000002,79.125999
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-12 08:04:24,CN95SKJL,2404,0,-1,.089000002,.079999998,11.827
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-12 11:16:01,UI5OSPP3,2418,95,-6,.079999998,.075000003,6.5050001
Team Members,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-12 13:29:15,24XSQU5H,2428,2.902,-2,.075000003,.072999999,3.135
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:00:50,24XSQU5H,8,30,-20,.5,.40900001,36.659
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:00:56,OICJDPWE,10,60,-20,.40900001,.33500001,31.834999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:04:26,OICJDPWE,36,9,-2,.33500001,.329,2.993
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:10:01,F3SUBJWJ,58,10,-10,.329,.29699999,14.551
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:20:11,388MW6UL,78,20,-20,.29699999,.243,27.388
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:21:18,SGHP5NOH,82,40,-15,.243,.20900001,19.382999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:32:53,XLIF9C38,108,15,-8,.20900001,.193,10.017
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:35:05,XLIF9C38,112,7,-7,.193,.18000001,8.6079998
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 17:18:38,XLIF9C38,166,5,-5,.18000001,.17200001,6.0669999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 17:43:08,XLIF9C38,179,0,10,.17200001,.19,12.201
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 18:24:10,CYVH9I2G,214,21,-5,.19,.18000001,6.1339998
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 18:24:53,G5V0GGP4,217,85,-5,.18000001,.17200001,6.0669999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 18:38:29,G5V0GGP4,252,55.514,-4,.17200001,.16500001,4.8080001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 20:24:30,LQVXQAWJ,317,75,-5,.16500001,.15700001,5.9580002
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 20:42:11,G5V0GGP4,326,26.514,-10,.15700001,.142,11.753
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 20:44:15,LRPGBCL8,327,58,-5,.142,.13500001,5.803
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 20:44:42,LRPGBCL8,328,53,-5,.13500001,.12800001,5.7579999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 20:58:07,AIPPUTFH,346,1,-1,.12800001,.127,1.146
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 21:19:10,MWJ5YOGF,355,10,-1,.127,.126,1.145
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 22:03:15,M6N6C2DK,368,75,-1,.126,.125,1.143
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 22:03:25,M6N6C2DK,369,74,-1,.125,.123,1.141
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 22:03:32,M6N6C2DK,370,73,2,.123,.126,2.2880001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 23:16:00,VT6XJXXN,378,70,-10,.126,.114,11.36
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 23:20:48,VT6XJXXN,386,5,-5,.114,.108,5.6240001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 02:27:31,83IXFCIX,402,70,-10,.108,.097999997,11.149
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 07:04:17,4SM8OPKC,428,35,5,.097999997,.142,42.091
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 07:12:28,RCO4BDT4,446,93,-1,.142,.141,1.164
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 07:12:32,RCO4BDT4,447,92,-1,.141,.139,1.163
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 07:31:04,4SM8OPKC,455,5.1230001,-10,.139,.090999998,47.719002
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 07:38:59,4SM8OPKC,463,7.0999999,-5,.090999998,.086999997,5.4879999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 08:17:35,388MW6UL,493,.55699998,24,.086999997,.11,26.608999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 09:22:29,L2K2AHDZ,535,10,10,.11,.19499999,66.990997
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 09:23:01,L2K2AHDZ,536,0,-10,.19499999,.11,66.990997
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 10:15:21,4SM8OPKC,567,.082999997,5,.11,.116,5.6370001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 11:55:14,0DJXJQ03,593,65,-5,.116,.11,5.6370001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 17:04:20,K4RY6M01,701,95,10,.11,.19499999,66.990997
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 18:08:26,0DJXJQ03,744,37,5,.19499999,.208,8.0030003
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 21:02:57,885QKCFS,775,80,-1,.208,.206,1.261
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 21:03:10,885QKCFS,776,79,-1,.206,.204,1.257
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 21:03:17,885QKCFS,777,78,-1,.204,.20200001,1.2539999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 21:04:20,885QKCFS,780,75,-7,.20200001,.18799999,8.6929998
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 21:35:54,A80M330E,795,78,-2,.18799999,.184,2.457
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 22:33:33,LRPGBCL8,814,28.921,1,.184,.186,1.227
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 22:33:41,LRPGBCL8,815,29.921,8,.186,.20200001,9.9230003
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-04 17:21:13,A80M330E,871,54.957001,-5,.20200001,.192,6.224
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-04 17:21:26,A80M330E,872,49.957001,-10,.192,.17399999,12.233
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-04 22:36:12,OICJDPWE,892,4,-2,.17399999,.17,2.415
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-05 08:37:32,4SM8OPKC,895,5.0830002,-5,.17,.162,5.9949999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-05 22:16:31,8UMQ8DHM,912,100,-1,.162,.16,1.192
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-05 22:18:01,8UMQ8DHM,914,94,-2,.16,.15700001,2.3770001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-05 22:21:18,8UMQ8DHM,924,46.000999,-10,.15700001,.142,11.757
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-05 22:23:29,8UMQ8DHM,931,2.0009999,-2,.142,.139,2.3269999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 07:15:44,VK9IQ0M8,946,37,25,.139,.33000001,111.163
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 07:16:00,VK9IQ0M8,947,12,-10,.33000001,.259,34.061001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 08:02:32,XLW8525N,957,50,-10,.259,.235,13.275
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 08:24:43,RCO4BDT4,975,40,-10,.235,.212,12.874
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 08:26:22,ZG3QR5WU,979,74,-5,.212,.20200001,6.3049998
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 08:49:51,Z65ZIWMT,1020,30,-20,.20200001,.16500001,24.482
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:03:08,CYVH9I2G,1029,.105,4,.16500001,.17200001,4.8109999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:23:35,IMCM6CSW,1035,55,-10,.17200001,.156,11.957
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:29:22,LN19530Z,1049,89,5,.156,.197,28.476
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:31:23,LN19530Z,1062,51,12,.197,.28799999,49.945999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:46:27,A80M330E,1079,13.372,-13,.28799999,.25299999,17.805
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:51:06,A80M330E,1081,1.572,-1,.25299999,.249,2.0020001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 10:02:56,A80M330E,1084,.071999997,40,.249,.40200001,70.879997
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 10:04:08,A80M330E,1085,17.947001,-11,.40200001,.333,29.971001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 10:05:32,A80M330E,1088,20.947001,-20,.333,.27200001,28.74
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 10:09:41,0DJXJQ03,1095,4.9250002,4,.27200001,.30700001,17.011
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 10:10:56,A80M330E,1098,10.672,-10,.30700001,.278,14.133
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 11:35:02,IMCM6CSW,1138,14.002,-14,.278,.242,18.91
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 11:44:19,VSNS90C6,1145,40,-5,.242,.23,6.5419998
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 11:47:34,IT9KV39Y,1157,15,5,.23,.26699999,20.134001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:13:10,XOSQ3HI9,1197,20.124001,-20,.26699999,.219,26.408001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:23:41,XOSQ3HI9,1222,0,20,.219,.26699999,26.408001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:34:57,XOSQ3HI9,1250,20,-10,.26699999,.242,13.415
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:35:02,XOSQ3HI9,1251,10,10,.242,.26699999,13.415
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:36:44,XOSQ3HI9,1255,10,10,.26699999,.33700001,33.165001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:37:17,XOSQ3HI9,1259,20,10,.33700001,.40000001,27.150999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:37:38,XOSQ3HI9,1260,10,10,.40000001,.45699999,23.332001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:40:03,F6ZXD1UJ,1264,97,1,.45699999,.463,2.174
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:44:10,XOSQ3HI9,1280,0,-10,.463,.40599999,23.025
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:46:26,XOSQ3HI9,1284,0,-20,.40599999,.27200001,60.622002
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:48:51,F6ZXD1UJ,1300,21,2,.27200001,.28600001,7.171
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:49:24,F6ZXD1UJ,1303,16,1,.28600001,.29300001,3.4519999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 14:17:25,XLIF9C38,1334,0,5,.29300001,.308,7.1500001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 16:35:10,SYECG1J5,1418,25,-5,.308,.29300001,7.1500001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 16:39:35,LQVXQAWJ,1429,35,-10,.29300001,.26499999,13.872
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 17:07:36,GV3ZO0KL,1471,30,-10,.26499999,.23999999,13.379
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 17:09:11,GV3ZO0KL,1476,4,-2,.23999999,.235,2.6240001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 17:47:21,AIPPUTFH,1489,3,-3,.235,.228,3.905
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 18:08:05,SGHP5NOH,1503,0,10,.228,.252,13.162
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 18:18:05,V1F8P236,1511,35,-5,.252,.23999999,6.6329999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 18:35:41,V1F8P236,1516,20,-5,.23999999,.228,6.5289998
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 21:44:12,U93VJXEP,1545,93,-1,.228,.226,1.294
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 21:49:56,U93VJXEP,1553,79,-2,.226,.222,2.5769999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 01:42:07,99W5WBXT,1578,47.902,10,.222,.296,38.834999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 02:15:17,VUX5MZZI,1620,60,-10,.296,.26800001,13.918
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 04:38:31,V1F8P236,1631,2.3929999,-2,.26800001,.26199999,2.721
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 08:04:12,4SM8OPKC,1634,3.0829999,-3,.26199999,.255,4.0450001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 08:11:50,CN95SKJL,1636,42,5,.255,.29100001,18.353001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 09:05:17,4SM8OPKC,1650,.082999997,5,.29100001,.30599999,7.125
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 13:01:14,33RVPAMN,1684,10,5,.30599999,.34,15.501
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 13:21:39,24XSQU5H,1689,0,5,.34,.35699999,7.6719999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 19:10:28,99W5WBXT,1760,7.902,-10,.35699999,.289,30.996
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 19:14:55,99W5WBXT,1769,.963,-3,.289,.271,8.9300003
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 19:15:23,99W5WBXT,1771,7.3759999,-2,.271,.266,2.7349999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 19:31:13,R52UWQ99,1780,14,5,.266,.30199999,17.624001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 19:31:32,R52UWQ99,1782,8,-4,.30199999,.273,13.915
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 16:12:03,99W5WBXT,1876,7.3759999,5,.273,.29699999,11.56
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 18:17:46,99W5WBXT,1895,9.9069996,3,.29699999,.31799999,9.7650003
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 18:27:07,99W5WBXT,1907,3.4719999,3,.31799999,.338,9.1549997
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 20:01:28,W3QQGBED,1916,95,5,.338,.37,14.129
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 02:39:40,05Q690PJ,1946,33,-5,.37,.352,7.8260002
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 09:23:43,BSQKHZQE,1969,10,-10,.352,.31900001,15.042
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 09:57:40,IMCM6CSW,1970,0,10,.31900001,.352,15.042
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 15:02:30,RCO4BDT4,2006,18.638,5,.352,.37,7.8260002
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 15:09:42,AIPPUTFH,2018,3,-1,.37,.36500001,2.3710001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 16:27:51,99W5WBXT,2029,1.472,1,.36500001,.37099999,2.7190001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 19:02:33,99W5WBXT,2034,.472,-5,.37099999,.33899999,14.096
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 21:12:16,99W5WBXT,2055,.31999999,-2,.33899999,.32499999,6.0240002
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 21:13:34,99W5WBXT,2059,4.1160002,1,.32499999,.33199999,3.0420001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 09:35:20,GB2NG08J,2089,20,-10,.33199999,.30000001,14.622
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 14:32:25,4SM8OPKC,2098,.082999997,5,.30000001,.31600001,7.2270002
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 19:32:00,P6AOX4VW,2127,20,-10,.31600001,.28600001,14.3
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 19:51:06,P6AOX4VW,2141,19,6,.28600001,.303,8.5059996
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 20:02:09,99W5WBXT,2146,3.1159999,2,.303,.317,6.4450002
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 20:12:51,P6AOX4VW,2148,0,2,.317,.324,2.9430001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 20:26:45,99W5WBXT,2159,3.1159999,1,.324,.33000001,3.0580001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 21:14:14,99W5WBXT,2166,.116,-2,.33000001,.317,6.1799998
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 23:45:38,05Q690PJ,2177,0,3,.317,.32699999,4.4229999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 00:40:55,99W5WBXT,2182,8.1160002,-6,.32699999,.28999999,17.26
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 12:52:34,TNY0I90N,2214,70,10,.28999999,.35699999,30.965
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 12:58:59,F6ZXD1UJ,2229,0,-8,.35699999,.317,18.131001
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 13:11:17,P6AOX4VW,2246,0,1,.317,.31999999,1.467
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 15:21:12,4H0J0LU1,2275,60,-10,.31999999,.28999999,14.382
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 15:27:46,4H0J0LU1,2279,5,-5,.28999999,.27500001,6.9689999
Team Members,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 17:44:58,AOAUJA04,2298,50,8,.27500001,.331,26.416
