teams,uid,hid,hypothesis,shares
Team Members,0PA5AJZW,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,0PA5AJZW,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,0PA5AJZW,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,1INW3TK4,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,1INW3TK4,2,"Positive Effect of Gains in VMPFC, Equal Range Group",56.973999
Team Members,1INW3TK4,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,1INW3TK4,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,1INW3TK4,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",85.454002
Team Members,1INW3TK4,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,1INW3TK4,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,1INW3TK4,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,1INW3TK4,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",21.714001
Team Members,1IVO6ORP,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",27.558001
Team Members,1IVO6ORP,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-3.401
Team Members,1IVO6ORP,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,1IVO6ORP,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-16.138
Team Members,1IVO6ORP,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",89.214996
Team Members,1IVO6ORP,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-8.6370001
Team Members,1IVO6ORP,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-9.3850002
Team Members,1IVO6ORP,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,1IVO6ORP,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,1XER09KC,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,1XER09KC,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,1XER09KC,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,1XER09KC,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,1XER09KC,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,1XER09KC,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,1XER09KC,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,1XER09KC,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,1XER09KC,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,24XSQU5H,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-5.5749998
Team Members,24XSQU5H,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,24XSQU5H,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,24XSQU5H,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,24XSQU5H,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",91.958
Team Members,24XSQU5H,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,24XSQU5H,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-39.793999
Team Members,24XSQU5H,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-28.987
Team Members,24XSQU5H,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-7.4699998
Team Members,2CR35P08,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,2CR35P08,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,2CR35P08,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",117.553
Team Members,2CR35P08,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",115.235
Team Members,2CR35P08,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,2CR35P08,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,2CR35P08,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,2CR35P08,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,2CR35P08,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,33RVPAMN,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",25.665001
Team Members,33RVPAMN,2,"Positive Effect of Gains in VMPFC, Equal Range Group",14.498
Team Members,33RVPAMN,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",13.828
Team Members,33RVPAMN,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",15.35
Team Members,33RVPAMN,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",21.830999
Team Members,33RVPAMN,6,"Negative Effect of Losses in VMPFC, Equal Range Group",17.145
Team Members,33RVPAMN,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",36.016998
Team Members,33RVPAMN,8,"Positive Effect of Losses in Amygdala, Equal Range Group",15.501
Team Members,33RVPAMN,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",45.882
Team Members,388MW6UL,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-111.304
Team Members,388MW6UL,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-32.792
Team Members,388MW6UL,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,388MW6UL,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-.207
Team Members,388MW6UL,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",57.445
Team Members,388MW6UL,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,388MW6UL,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-34.917
Team Members,388MW6UL,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-.77899998
Team Members,388MW6UL,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-.066
Team Members,3YZRHBCJ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,3YZRHBCJ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,3YZRHBCJ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,3YZRHBCJ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,3YZRHBCJ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,3YZRHBCJ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,3YZRHBCJ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,3YZRHBCJ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,3YZRHBCJ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,4H0J0LU1,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,4H0J0LU1,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,4H0J0LU1,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,4H0J0LU1,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,4H0J0LU1,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",50.752998
Team Members,4H0J0LU1,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,4H0J0LU1,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-36.969002
Team Members,4H0J0LU1,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-21.351
Team Members,4H0J0LU1,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,4SM8OPKC,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-.41499999
Team Members,4SM8OPKC,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-10.368
Team Members,4SM8OPKC,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-18.198999
Team Members,4SM8OPKC,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-24.504999
Team Members,4SM8OPKC,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",38.425999
Team Members,4SM8OPKC,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-36.412998
Team Members,4SM8OPKC,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-13.009
Team Members,4SM8OPKC,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-1.1670001
Team Members,4SM8OPKC,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-6.4840002
Team Members,55VDZJNR,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,55VDZJNR,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,55VDZJNR,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,55VDZJNR,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,55VDZJNR,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",112.677
Team Members,55VDZJNR,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,55VDZJNR,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,55VDZJNR,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,55VDZJNR,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,5FAFB4QZ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",67.153
Team Members,5FAFB4QZ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,5FAFB4QZ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,5FAFB4QZ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,5FAFB4QZ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",54.098
Team Members,5FAFB4QZ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,5FAFB4QZ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,5FAFB4QZ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,5FAFB4QZ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,69XEK8LQ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",75.863998
Team Members,69XEK8LQ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-27.617001
Team Members,69XEK8LQ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-19.146
Team Members,69XEK8LQ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",17.688999
Team Members,69XEK8LQ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,69XEK8LQ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,69XEK8LQ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,69XEK8LQ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,69XEK8LQ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-12.028
Team Members,6O21BBUS,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,6O21BBUS,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,6O21BBUS,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,6O21BBUS,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,6O21BBUS,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",106.765
Team Members,6O21BBUS,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,6O21BBUS,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,6O21BBUS,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,6O21BBUS,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,83IXFCIX,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,83IXFCIX,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-35.084
Team Members,83IXFCIX,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-34.806
Team Members,83IXFCIX,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-24.280001
Team Members,83IXFCIX,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",30.636
Team Members,83IXFCIX,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-26.865
Team Members,83IXFCIX,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-11.133
Team Members,83IXFCIX,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-11.149
Team Members,83IXFCIX,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,885QKCFS,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",15.98
Team Members,885QKCFS,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-16.879999
Team Members,885QKCFS,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-26.139999
Team Members,885QKCFS,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-19.181
Team Members,885QKCFS,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",27.848
Team Members,885QKCFS,6,"Negative Effect of Losses in VMPFC, Equal Range Group",18.346001
Team Members,885QKCFS,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-11.363
Team Members,885QKCFS,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-12.465
Team Members,885QKCFS,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-5.7709999
Team Members,888C2CN9,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,888C2CN9,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,888C2CN9,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,888C2CN9,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,888C2CN9,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-378.73901
Team Members,888C2CN9,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,888C2CN9,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,888C2CN9,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,888C2CN9,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,8LCYG10D,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,8LCYG10D,2,"Positive Effect of Gains in VMPFC, Equal Range Group",40.379002
Team Members,8LCYG10D,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,8LCYG10D,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",50.291
Team Members,8LCYG10D,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,8LCYG10D,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,8LCYG10D,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,8LCYG10D,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,8LCYG10D,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,8TN3JNWP,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,8TN3JNWP,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,8TN3JNWP,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-80.319
Team Members,8TN3JNWP,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-21.504999
Team Members,8TN3JNWP,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",20.236
Team Members,8TN3JNWP,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,8TN3JNWP,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,8TN3JNWP,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,8TN3JNWP,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-26.065001
Team Members,8UMQ8DHM,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-34.958
Team Members,8UMQ8DHM,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-15.834
Team Members,8UMQ8DHM,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-9.9870005
Team Members,8UMQ8DHM,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-28.101999
Team Members,8UMQ8DHM,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-112.422
Team Members,8UMQ8DHM,6,"Negative Effect of Losses in VMPFC, Equal Range Group",28.42
Team Members,8UMQ8DHM,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-15.049
Team Members,8UMQ8DHM,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-17.653
Team Members,8UMQ8DHM,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",27.073999
Team Members,90AR8Z38,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-136.237
Team Members,90AR8Z38,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,90AR8Z38,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,90AR8Z38,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,90AR8Z38,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,90AR8Z38,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,90AR8Z38,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,90AR8Z38,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,90AR8Z38,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,99W5WBXT,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-15.481
Team Members,99W5WBXT,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-59.118
Team Members,99W5WBXT,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-4.552
Team Members,99W5WBXT,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",14.735
Team Members,99W5WBXT,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",36.728001
Team Members,99W5WBXT,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-.18000001
Team Members,99W5WBXT,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-8.5819998
Team Members,99W5WBXT,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-1.642
Team Members,99W5WBXT,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-29.825001
Team Members,A80M330E,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",13.479
Team Members,A80M330E,2,"Positive Effect of Gains in VMPFC, Equal Range Group",10.018
Team Members,A80M330E,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-.068999998
Team Members,A80M330E,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-.001
Team Members,A80M330E,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-288.94299
Team Members,A80M330E,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-.0049999999
Team Members,A80M330E,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-10.388
Team Members,A80M330E,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-42.685001
Team Members,A80M330E,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-49.530998
Team Members,AAXXAQ5M,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",29.393999
Team Members,AAXXAQ5M,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,AAXXAQ5M,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,AAXXAQ5M,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,AAXXAQ5M,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",47.417
Team Members,AAXXAQ5M,6,"Negative Effect of Losses in VMPFC, Equal Range Group",20.789
Team Members,AAXXAQ5M,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,AAXXAQ5M,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,AAXXAQ5M,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,AIPPUTFH,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-51.403
Team Members,AIPPUTFH,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-22.042999
Team Members,AIPPUTFH,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-15.18
Team Members,AIPPUTFH,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-2.6619999
Team Members,AIPPUTFH,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",62.651001
Team Members,AIPPUTFH,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-9.0480003
Team Members,AIPPUTFH,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-21.636
Team Members,AIPPUTFH,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-7.4219999
Team Members,AIPPUTFH,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",1.9809999
Team Members,AOAUJA04,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-22.298
Team Members,AOAUJA04,2,"Positive Effect of Gains in VMPFC, Equal Range Group",5.809
Team Members,AOAUJA04,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",8.8070002
Team Members,AOAUJA04,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",13.165
Team Members,AOAUJA04,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",40.028
Team Members,AOAUJA04,6,"Negative Effect of Losses in VMPFC, Equal Range Group",10.859
Team Members,AOAUJA04,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",17.068001
Team Members,AOAUJA04,8,"Positive Effect of Losses in Amygdala, Equal Range Group",26.416
Team Members,AOAUJA04,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",30.907
Team Members,AV4QE5S4,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,AV4QE5S4,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,AV4QE5S4,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,AV4QE5S4,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,AV4QE5S4,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,AV4QE5S4,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,AV4QE5S4,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,AV4QE5S4,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,AV4QE5S4,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,AWAO0KL9,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,AWAO0KL9,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,AWAO0KL9,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,AWAO0KL9,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,AWAO0KL9,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,AWAO0KL9,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,AWAO0KL9,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,AWAO0KL9,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,AWAO0KL9,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,BSQKHZQE,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",42.515999
Team Members,BSQKHZQE,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,BSQKHZQE,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,BSQKHZQE,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-13.307
Team Members,BSQKHZQE,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",62.205002
Team Members,BSQKHZQE,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,BSQKHZQE,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,BSQKHZQE,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-15.042
Team Members,BSQKHZQE,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,C5GDVGK0,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,C5GDVGK0,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,C5GDVGK0,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,C5GDVGK0,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,C5GDVGK0,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,C5GDVGK0,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,C5GDVGK0,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,C5GDVGK0,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,C5GDVGK0,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,CBWLOP91,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,CBWLOP91,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,CBWLOP91,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,CBWLOP91,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,CBWLOP91,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,CBWLOP91,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,CBWLOP91,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,CBWLOP91,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,CBWLOP91,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,CC5QAWVO,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,CC5QAWVO,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-117.48
Team Members,CC5QAWVO,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,CC5QAWVO,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,CC5QAWVO,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",51.479
Team Members,CC5QAWVO,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,CC5QAWVO,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,CC5QAWVO,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,CC5QAWVO,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,CN95SKJL,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-48.227001
Team Members,CN95SKJL,2,"Positive Effect of Gains in VMPFC, Equal Range Group",30.958
